Name,NumberOfInstances,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,NumberOfClasses,MajorityClassPercentage
QSAR-TID-11727 (1),1174.0,0.0,1025.0,1.0,0.0,
QSAR-TID-282 (1),479.0,0.0,1025.0,1.0,0.0,
QSAR-TID-218 (1),613.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11379 (1),429.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100097 (1),894.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11126 (1),14.0,0.0,1025.0,1.0,0.0,
QSAR-TID-184 (1),224.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11094 (1),192.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102718 (1),31.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102711 (1),74.0,0.0,1025.0,1.0,0.0,
QSAR-TID-106 (1),1236.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100042 (1),14.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10926 (1),62.0,0.0,1025.0,1.0,0.0,
QSAR-TID-215 (1),726.0,0.0,1025.0,1.0,0.0,
QSAR-TID-163 (1),2570.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10426 (1),27.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11575 (1),1490.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12708 (1),469.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100995 (1),785.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17147 (1),18.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100075 (1),145.0,0.0,1025.0,1.0,0.0,
QSAR-TID-48 (1),551.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12268 (1),1352.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103453 (1),73.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101058 (1),594.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11602 (1),53.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11287 (1),100.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11168 (1),62.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10654 (1),122.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10528 (1),62.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11066 (1),25.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11634 (1),569.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10364 (1),64.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100990 (1),81.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101180 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-277 (1),133.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10547 (1),622.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10264 (1),146.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30009 (1),102.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10844 (1),166.0,0.0,1025.0,1.0,0.0,
QSAR-TID-245 (1),20.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10695 (1),1292.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100907 (1),80.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11891 (1),121.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10434 (1),3650.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10773 (1),525.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100949 (1),102.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12173 (1),114.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10967 (1),101.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12264 (1),24.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30030 (1),80.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17023 (1),18.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101211 (1),82.0,0.0,1025.0,1.0,0.0,
QSAR-TID-18046 (1),337.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100796 (1),14.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10950 (1),889.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103037 (1),39.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10396 (1),662.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101226 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30036 (1),1116.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11261 (1),748.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12699 (1),789.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103106 (1),664.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11636 (1),411.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10297 (1),84.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101090 (1),48.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10797 (1),47.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101073 (1),73.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12104 (1),118.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10320 (1),138.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12171 (1),344.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10545 (1),22.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101033 (1),75.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101278 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10230 (1),19.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11430 (1),614.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101434 (1),74.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11871 (1),462.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10493 (1),52.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12724 (1),1257.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102826 (1),10.0,0.0,1025.0,1.0,0.0,
QSAR-TID-194 (1),5188.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10207 (1),89.0,0.0,1025.0,1.0,0.0,
QSAR-TID-51 (1),3356.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12327 (1),42.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10962 (1),11.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101276 (1),25.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11055 (1),46.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101021 (1),81.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12474 (1),360.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103071 (1),150.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101252 (1),33.0,0.0,1025.0,1.0,0.0,
QSAR-TID-19905 (1),3048.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10058 (1),273.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20032 (1),123.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12029 (1),28.0,0.0,1025.0,1.0,0.0,
QSAR-TID-104385 (1),24.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100427 (1),77.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100992 (1),83.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101045 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12718 (1),134.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20154 (1),1024.0,0.0,1025.0,1.0,0.0,
QSAR-TID-13024 (1),13.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11269 (1),614.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12703 (1),226.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101598 (1),399.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17021 (1),276.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100918 (1),88.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11105 (1),631.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10012 (1),224.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10120 (1),212.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12938 (1),86.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10226 (1),15.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100629 (1),21.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101222 (1),78.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101237 (1),10.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12809 (1),57.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11209 (1),95.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10702 (1),455.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11726 (1),59.0,0.0,1025.0,1.0,0.0,
QSAR-TID-216 (1),520.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10876 (1),23.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102734 (1),43.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12071 (1),1852.0,0.0,1025.0,1.0,0.0,
QSAR-TID-87 (1),4160.0,0.0,1025.0,1.0,0.0,
QSAR-TID-140 (1),176.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100425 (1),89.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12013 (1),200.0,0.0,1025.0,1.0,0.0,
QSAR-TID-19607 (1),143.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10971 (1),108.0,0.0,1025.0,1.0,0.0,
QSAR-TID-19624 (1),52.0,0.0,1025.0,1.0,0.0,
QSAR-TID-19907 (1),13.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101607 (1),80.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20137 (1),101.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10964 (1),165.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100071 (1),90.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101179 (1),80.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17033 (1),270.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30042 (1),81.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101404 (1),121.0,0.0,1025.0,1.0,0.0,
QSAR-TID-99 (1),62.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12968 (1),668.0,0.0,1025.0,1.0,0.0,
QSAR-TID-57 (1),269.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10403 (1),935.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100833 (1),83.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11720 (1),1027.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11298 (1),65.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11090 (1),19.0,0.0,1025.0,1.0,0.0,
QSAR-TID-95 (1),31.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12243 (1),29.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103469 (1),23.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10626 (1),24.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10351 (1),13.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10453 (1),35.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12114 (1),131.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10961 (1),176.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10026 (1),621.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11426 (1),307.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11968 (1),338.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12659 (1),577.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103081 (1),43.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12247 (1),1403.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103584 (1),30.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11058 (1),41.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10501 (1),147.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12788 (1),50.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11081 (1),843.0,0.0,1025.0,1.0,0.0,
QSAR-TID-240 (1),272.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10497 (1),50.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100859 (1),25.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11364 (1),969.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10056 (1),690.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11977 (1),44.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12336 (1),17.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17134 (1),32.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101152 (1),101.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10648 (1),21.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100436 (1),163.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11863 (1),70.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10494 (1),233.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101053 (1),80.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11870 (1),129.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11249 (1),13.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10368 (1),882.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10209 (1),1171.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101300 (1),475.0,0.0,1025.0,1.0,0.0,
QSAR-TID-251 (1),426.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101340 (1),86.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101521 (1),15.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100826 (1),14.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10489 (1),13.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10872 (1),23.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11498 (1),137.0,0.0,1025.0,1.0,0.0,
QSAR-TID-13067 (1),540.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17034 (1),116.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101273 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12807 (1),146.0,0.0,1025.0,1.0,0.0,
QSAR-TID-148 (1),404.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11005 (1),15.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12913 (1),800.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20112 (1),240.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10304 (1),992.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102733 (1),41.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100789 (1),676.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12861 (1),235.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12635 (1),85.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30006 (1),82.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12299 (1),45.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11848 (1),66.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10549 (1),532.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12469 (1),102.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101317 (1),99.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10014 (1),979.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11281 (1),43.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10908 (1),13.0,0.0,1025.0,1.0,0.0,
QSAR-TID-214 (1),770.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100790 (1),170.0,0.0,1025.0,1.0,0.0,
QSAR-TID-18033 (1),137.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10651 (1),235.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12214 (1),330.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11635 (1),1003.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10983 (1),119.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100931 (1),110.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30031 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12806 (1),301.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10283 (1),17.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100850 (1),84.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11280 (1),1584.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100287 (1),21.0,0.0,1025.0,1.0,0.0,
QSAR-TID-107 (1),2778.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11107 (1),85.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101553 (1),80.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11562 (1),492.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101078 (1),80.0,0.0,1025.0,1.0,0.0,
QSAR-TID-125 (1),1425.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11290 (1),1171.0,0.0,1025.0,1.0,0.0,
QSAR-TID-188 (1),2230.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10624 (1),466.0,0.0,1025.0,1.0,0.0,
QSAR-TID-238 (1),1358.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100155 (1),138.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11299 (1),68.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11085 (1),712.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10728 (1),172.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10273 (1),449.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10856 (1),121.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102981 (1),32.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12853 (1),62.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103163 (1),19.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101392 (1),37.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103441 (1),74.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11402 (1),413.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12824 (1),1261.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11692 (1),98.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12593 (1),26.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101407 (1),276.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100069 (1),471.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11722 (1),68.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11441 (1),61.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10262 (1),639.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10576 (1),4103.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12128 (1),407.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12480 (1),156.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17005 (1),128.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100868 (1),12.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101032 (1),83.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10371 (1),78.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10081 (1),248.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10649 (1),14.0,0.0,1025.0,1.0,0.0,
QSAR-TID-220 (1),274.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11003 (1),866.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12868 (1),19.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10903 (1),192.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101473 (1),80.0,0.0,1025.0,1.0,0.0,
QSAR-TID-174 (1),2027.0,0.0,1025.0,1.0,0.0,
QSAR-TID-19903 (1),47.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20007 (1),694.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11898 (1),21.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10685 (1),220.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30002 (1),646.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11260 (1),149.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11606 (1),29.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12037 (1),83.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12790 (1),30.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10586 (1),13.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102578 (1),17.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101036 (1),25.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11617 (1),309.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100415 (1),804.0,0.0,1025.0,1.0,0.0,
QSAR-TID-17052 (1),55.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12202 (1),34.0,0.0,1025.0,1.0,0.0,
QSAR-TID-19639 (1),958.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101610 (1),145.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102391 (1),516.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102580 (1),17.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30025 (1),813.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103726 (1),348.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11522 (1),1585.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11262 (1),21.0,0.0,1025.0,1.0,0.0,
QSAR-TID-237 (1),510.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30040 (1),81.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10617 (1),226.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12347 (1),16.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30034 (1),162.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11929 (1),29.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11407 (1),1488.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10959 (1),90.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11678 (1),2577.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12413 (1),60.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10811 (1),1480.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101131 (1),929.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10462 (1),19.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103780 (1),12.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11736 (1),1649.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10140 (1),2615.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10809 (1),573.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100127 (1),101.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10901 (1),541.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102389 (1),12.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10190 (1),66.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12132 (1),44.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12186 (1),22.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101585 (1),58.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100864 (1),34.0,0.0,1025.0,1.0,0.0,
QSAR-TID-13068 (1),17.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10143 (1),62.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103910 (1),14.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10982 (1),600.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10544 (1),203.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11084 (1),842.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101503 (1),79.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20036 (1),23.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10502 (1),1627.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10880 (1),955.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10167 (1),89.0,0.0,1025.0,1.0,0.0,
QSAR-TID-252 (1),4081.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10808 (1),153.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101182 (1),80.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100418 (1),85.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100993 (1),80.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12857 (1),11.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12910 (1),326.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101361 (1),323.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11831 (1),15.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100432 (1),293.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102774 (1),72.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101397 (1),11.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10452 (1),482.0,0.0,1025.0,1.0,0.0,
QSAR-TID-115 (1),974.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10616 (1),249.0,0.0,1025.0,1.0,0.0,
QSAR-TID-249 (1),1487.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101399 (1),75.0,0.0,1025.0,1.0,0.0,
QSAR-TID-20171 (1),128.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10526 (1),1814.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10928 (1),125.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100452 (1),46.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102840 (1),18.0,0.0,1025.0,1.0,0.0,
QSAR-TID-30016 (1),97.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103437 (1),73.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100942 (1),10.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12294 (1),290.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100917 (1),122.0,0.0,1025.0,1.0,0.0,
QSAR-TID-105654 (1),11.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102473 (1),73.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101281 (1),670.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12719 (1),54.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100872 (1),533.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101433 (1),81.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101220 (1),709.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11000 (1),12.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12512 (1),2866.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11006 (1),692.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100947 (1),949.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101191 (1),74.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100288 (1),33.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101186 (1),20.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101048 (1),74.0,0.0,1025.0,1.0,0.0,
QSAR-TID-102667 (1),106.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12898 (1),12.0,0.0,1025.0,1.0,0.0,
QSAR-TID-142 (1),300.0,0.0,1025.0,1.0,0.0,
QSAR-TID-12023 (1),283.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10034 (1),574.0,0.0,1025.0,1.0,0.0,
QSAR-TID-101612 (1),91.0,0.0,1025.0,1.0,0.0,
QSAR-TID-100861 (1),81.0,0.0,1025.0,1.0,0.0,
QSAR-TID-103 (1),1194.0,0.0,1025.0,1.0,0.0,
QSAR-TID-10216 (1),864.0,0.0,1025.0,1.0,0.0,
QSAR-TID-11089 (1),28.0,0.0,1025.0,1.0,0.0,
